"","data_year","ori","pub_agency_name","pub_agency_unit","state_abbr","division_name","region_name","county_name","agency_type_name","population_group_desc","population","male_officer_ct","male_civilian_ct","male_total_ct","female_officer_ct","female_civilian_ct","female_total_ct","officer_ct","civilian_ct","total_pe_ct","pe_ct_per_1000","agency_full_name","agency_name"
"4364",1998,"LA0050100","Bunkie",NA,"LA","West South Central","South","AVOYELLES","City","Cities from 2,500 thru 9,999",4926,10,1,11,2,1,3,12,2,14,2.84,"BUNKIE POLICE DEPARTMENT                          ","Bunkie Police Department"
"4365",1998,"LA0080700","Southern University and A&M College:","Shreveport","LA","West South Central","South","BOSSIER","University or College","Cities under 2,500",0,6,0,6,1,0,1,7,0,7,NA,"SOUTHERN UNIVERSITY AND A & M COLLEGE - SHREVEPORT","Southern University And A & M College - Shreveport"
"4366",1998,"LA0260000","Jefferson",NA,"LA","West South Central","South","JEFFERSON","County","MSA counties 100,000 or over",341269,771,186,957,98,383,481,869,569,1438,4.21,"JEFFERSON PARISH SHERIFF'S OFFICE                 ","Jefferson Parish Sheriff's Office"
"4367",1998,"LA0370100","Monroe",NA,"LA","West South Central","South","OUACHITA","City","Cities from 50,000 thru 99,999",54882,156,12,168,19,55,74,175,67,242,4.41,"MONROE POLICE DEPARTMENT                          ","Monroe Police Department"
"4368",1998,"LA0400400","Lecompte",NA,"LA","West South Central","South","RAPIDES","City","Cities under 2,500",1474,7,0,7,0,0,0,7,0,7,4.75,"LECOMPTE POLICE DEPARTMENT                        ","Lecompte Police Department"
"4369",1998,"LA0420200","Rayville",NA,"LA","West South Central","South","RICHLAND","City","Cities from 2,500 thru 9,999",4432,8,0,8,1,1,2,9,1,10,2.26,"RAYVILLE POLICE DEPARTMENT                        ","Rayville Police Department"
"4370",1998,"LA0110000","Caldwell",NA,"LA","West South Central","South","CALDWELL","County","Non-MSA counties from 10,000 thru 24,999",10391,40,50,90,7,23,30,47,73,120,11.55,"CALDWELL PARISH SHERIFF'S OFFICE                  ","Caldwell Parish Sheriff's Office"
"4371",1998,"LA0170100","Baker",NA,"LA","West South Central","South","EAST BATON ROUGE","City","Cities from 10,000 thru 24,999",13243,26,0,26,5,0,5,31,0,31,2.34,"BAKER POLICE DEPARTMENT                           ","Baker Police Department"
"4372",1998,"LA0020200","Oakdale",NA,"LA","West South Central","South","ALLEN","City","Cities from 2,500 thru 9,999",7960,17,0,17,5,0,5,22,0,22,2.76,"OAKDALE POLICE DEPARTMENT                         ","Oakdale Police Department"
"4373",1998,"LA0050300","Simmesport",NA,"LA","West South Central","South","AVOYELLES","City","Cities under 2,500",2134,4,1,5,0,0,0,4,1,5,2.34,"SIMMESPORT POLICE DEPT.                           ","Simmesport Police Police Department"
"4374",1998,"LA0180100","Lake Providence",NA,"LA","West South Central","South","EAST CARROLL","City","Cities from 2,500 thru 9,999",4904,9,0,9,4,0,4,13,0,13,2.65,"LAKE PROVIDENCE POLICE DEPARTMENT                 ","Lake Providence Police Department"
"4375",1998,"LA0570400","Erath",NA,"LA","West South Central","South","VERMILION","City","Cities under 2,500",2406,7,0,7,3,0,3,10,0,10,4.16,"ERATH POLICE DEPARTMENT                           ","Erath Police Department"
"4376",1998,"LA0440000","St. Bernard",NA,"LA","West South Central","South","ST BERNARD","County","MSA counties from 25,000 thru 99,999",66526,195,95,290,31,40,71,226,135,361,5.43,"ST. BERNARD PARISH SHERIFF'S OFFICE               ","St. Bernard Parish Sheriff's Office"
"4377",1998,"LA0260400","Westwego",NA,"LA","West South Central","South","JEFFERSON","City","Cities from 10,000 thru 24,999",11159,15,0,15,5,1,6,20,1,21,1.88,"WESTWEGO POLICE DEPARTMENT                        ","Westwego Police Department"
"4378",1998,"LA0080600","Louisiana State University:","Shreveport","LA","West South Central","South","BOSSIER","University or College","Cities under 2,500",0,9,0,9,0,0,0,9,0,9,NA,"LOUISIANA STATE UNIVERSITY - SHREVEPORT POLICE    ","Louisiana State University - Shreveport Police"
"4379",1998,"LA0390000","Pointe Coupee",NA,"LA","West South Central","South","POINTE COUPEE","County","Non-MSA counties from 10,000 thru 24,999",18315,37,31,68,3,33,36,40,64,104,5.68,"POINTE COUPEE PARISH SHERIFF'S OFFICE             ","Pointe Coupee Parish Sheriff's Office"
"4380",1998,"LA0180000","East Carroll",NA,"LA","West South Central","South","EAST CARROLL","County","Non-MSA counties under 10,000",4122,15,0,15,9,0,9,24,0,24,5.82,"EAST CARROLL PARISH SHERIFF'S OFFICE              ","East Carroll Parish Sheriff's Office"
"4381",1998,"LA0170000","East Baton Rouge",NA,"LA","West South Central","South","EAST BATON ROUGE","County","MSA counties 100,000 or over",156125,480,0,480,203,0,203,683,0,683,4.37,"EAST BATON ROUGE PARISH SHERIFF'S OFFICE          ","East Baton Rouge Parish Sheriff's Office"
"4382",1998,"LA0230000","Iberia",NA,"LA","West South Central","South","IBERIA","County","Non-MSA counties from 25,000 thru 99,999",32200,87,0,87,58,0,58,145,0,145,4.5,"IBERIA PARISH SHERIFF'S OFFICE                    ","Iberia Parish Sheriff's Office"
"4383",1998,"LA0100700","Iowa",NA,"LA","West South Central","South","CALCASIEU","City","Cities from 2,500 thru 9,999",2771,5,0,5,1,1,2,6,1,7,2.53,"IOWA POLICE DEPARTMENT                            ","Iowa Police Department"
"4384",1998,"LA0170300","Zachary",NA,"LA","West South Central","South","EAST BATON ROUGE","City","Cities from 10,000 thru 24,999",10205,22,0,22,10,1,11,32,1,33,3.23,"ZACHARY POLICE DEPARTMENT                         ","Zachary Police Department"
"4385",1998,"LA0230300","New Iberia",NA,"LA","West South Central","South","IBERIA","City","Cities from 25,000 thru 49,999",32898,48,5,53,8,14,22,56,19,75,2.28,"NEW IBERIA PD                                     ","New Iberia Police Department"
"4386",1998,"LA0280600","Scott",NA,"LA","West South Central","South","LAFAYETTE","City","Cities from 2,500 thru 9,999",5585,16,1,17,0,1,1,16,2,18,3.22,"SCOTT POLICE DEPARTMENT                           ","Scott Police Department"
"4387",1998,"LA0350100","Natchitoches",NA,"LA","West South Central","South","NATCHITOCHES","City","Cities from 10,000 thru 24,999",17333,57,2,59,18,2,20,75,4,79,4.56,"NATCHITOCHES POLICE DEPARTMENT                    ","Natchitoches Police Department"
"4388",1998,"LA0640100","Winnfield",NA,"LA","West South Central","South","WINN","City","Cities from 2,500 thru 9,999",6194,13,3,16,1,5,6,14,8,22,3.55,"WINNFIELD POLICE DEPT                             ","Winnfield Police Police Department"
"4389",1998,"LA0330100","Tallulah",NA,"LA","West South Central","South","MADISON","City","Cities from 2,500 thru 9,999",8972,13,1,14,3,2,5,16,3,19,2.12,"TALLULAH POLICE DEPT.                             ","Tallulah Police Police Department"
"4390",1998,"LA0570100","Abbeville",NA,"LA","West South Central","South","VERMILION","City","Cities from 10,000 thru 24,999",11633,31,1,32,5,0,5,36,1,37,3.18,"ABBEVILLE POLICE DEPARTMENT                       ","Abbeville Police Department"
"4391",1998,"LA0310000","Lincoln",NA,"LA","West South Central","South","LINCOLN","County","Non-MSA counties from 10,000 thru 24,999",15734,37,0,37,11,0,11,48,0,48,3.05,"LINCOLN PARISH SHERIFF'S OFFICE                   ","Lincoln Parish Sheriff's Office"
"4392",1998,"LA0300200","Olla",NA,"LA","West South Central","South","LA SALLE","City","Cities under 2,500",1397,4,0,4,0,0,0,4,0,4,2.86,"OLLA POLICE DEPARTMENT                            ","Olla Police Department"
"4393",1998,"LA0300000","La Salle",NA,"LA","West South Central","South","LA SALLE","County","Non-MSA counties under 10,000",9781,26,0,26,13,1,14,39,1,40,4.09,"LA SALLE PARISH SHERIFF'S OFFICE                  ","La Salle Parish Sheriff's Office"
"4394",1998,"LA0530100","Hammond",NA,"LA","West South Central","South","TANGIPAHOA","City","Cities from 10,000 thru 24,999",16985,67,0,67,17,2,19,84,2,86,5.06,"HAMMOND POLICE DEPARTMENT                         ","Hammond Police Department"
"4395",1998,"LA0070000","Bienville",NA,"LA","West South Central","South","BIENVILLE","County","Non-MSA counties from 10,000 thru 24,999",11701,30,3,33,4,2,6,34,5,39,3.33,"BIENVILLE PARISH SHERIFF'S OFFICE                 ","Bienville Parish Sheriff's Office"
"4396",1998,"LA0520500","Pearl River",NA,"LA","West South Central","South","ST TAMMANY","City","Cities under 2,500",1716,6,0,6,5,0,5,11,0,11,6.41,"PEARL RIVER POLICE DEPARTMENT                     ","Pearl River Police Department"
"4397",1998,"LA0140200","Homer",NA,"LA","West South Central","South","CLAIBORNE","City","Cities from 2,500 thru 9,999",4020,9,0,9,1,0,1,10,0,10,2.49,"HOMER POLICE DEPARTMENT                           ","Homer Police Department"
"4398",1997,"LA0250100","Jonesboro",NA,"LA","West South Central","South","JACKSON","City","Cities from 2,500 thru 9,999",4421,9,2,11,3,1,4,12,3,15,3.39,"JONESBORO POLICE DEPARTMENT                       ","Jonesboro Police Department"
"4399",1997,"LA0190000","East Feliciana",NA,"LA","West South Central","South","EAST FELICIANA","County","Non-MSA counties from 10,000 thru 24,999",14134,33,0,33,8,8,16,41,8,49,3.47,"EAST FELICIANA PARISH SHERIFF'S OFFICE            ","East Feliciana Parish Sheriff's Office"
"4400",1997,"LA0170600","Southern University and A&M College:","Baton Rouge","LA","West South Central","South","EAST BATON ROUGE","University or College","Cities under 2,500",0,25,0,25,8,1,9,33,1,34,NA,"SOUTHERN UNIVERSITY AND A & M COLLEGE POLICE      ","Southern University And A & M College Police"
"4401",1997,"LA0240200","Plaquemine",NA,"LA","West South Central","South","IBERVILLE","City","Cities from 2,500 thru 9,999",7631,26,0,26,6,4,10,32,4,36,4.72,"PLAQUEMINE POLICE DEPARTMENT                      ","Plaquemine Police Department"
"4402",1997,"LA0400100","Alexandria",NA,"LA","West South Central","South","RAPIDES","City","Cities from 25,000 thru 49,999",46374,139,3,142,8,28,36,147,31,178,3.84,"ALEXANDRIA POLICE DEPARTMENT                      ","Alexandria Police Department"
"4403",1997,"LA0130000","Catahoula",NA,"LA","West South Central","South","CATAHOULA","County","Non-MSA counties under 10,000",7777,38,0,38,8,0,8,46,0,46,5.91,"CATAHOULA PARISH SHERIFF'S OFFICE                 ","Catahoula Parish Sheriff's Office"
"4404",1997,"LA0260500","Grand Isle",NA,"LA","West South Central","South","JEFFERSON","City","Cities under 2,500",1376,7,0,7,5,0,5,12,0,12,8.72,"GRAND ISLE POLICE DEPARTMENT                      ","Grand Isle Police Department"
"4405",1997,"LA0310200","Ruston",NA,"LA","West South Central","South","LINCOLN","City","Cities from 10,000 thru 24,999",20293,39,1,40,2,6,8,41,7,48,2.37,"RUSTON POLICE DEPARTMENT                          ","Ruston Police Department"
"4406",1997,"LA0100000","Calcasieu",NA,"LA","West South Central","South","CALCASIEU","County","MSA counties from 25,000 thru 99,999",64825,448,0,448,131,0,131,579,0,579,8.93,"CALCASIEU PARISH SHERIFF'S OFFICE                 ","Calcasieu Parish Sheriff's Office"
"4407",1997,"LA0490000","St. Landry",NA,"LA","West South Central","South","ST LANDRY","County","MSA counties from 25,000 thru 99,999",45293,77,2,79,28,4,32,105,6,111,2.45,"ST. LANDRY PARISH SHERIFF'S OFFICE                ","St. Landry Parish Sheriff's Office"
"4408",1997,"LA0290100","Golden Meadow",NA,"LA","West South Central","South","LAFOURCHE","City","Cities under 2,500",2034,5,0,5,0,1,1,5,1,6,2.95,"GOLDEN MEADOW POLICE DEPARTMENT                   ","Golden Meadow Police Department"
"4409",1997,"LA0210000","Franklin",NA,"LA","West South Central","South","FRANKLIN","County","Non-MSA counties from 10,000 thru 24,999",16099,54,0,54,15,0,15,69,0,69,4.29,"FRANKLIN PARISH SHERIFF'S OFFICE                  ","Franklin Parish Sheriff's Office"
"4410",1997,"LA0230000","Iberia",NA,"LA","West South Central","South","IBERIA","County","Non-MSA counties from 25,000 thru 99,999",29768,44,43,87,6,48,54,50,91,141,4.74,"IBERIA PARISH SHERIFF'S OFFICE                    ","Iberia Parish Sheriff's Office"
"4411",1997,"LA0570400","Erath",NA,"LA","West South Central","South","VERMILION","City","Cities under 2,500",2432,7,0,7,1,2,3,8,2,10,4.11,"ERATH POLICE DEPARTMENT                           ","Erath Police Department"
"4412",1997,"LA0180000","East Carroll",NA,"LA","West South Central","South","EAST CARROLL","County","Non-MSA counties under 10,000",4077,11,0,11,5,0,5,16,0,16,3.92,"EAST CARROLL PARISH SHERIFF'S OFFICE              ","East Carroll Parish Sheriff's Office"
"4413",1997,"LA0080600","Louisiana State University:","Shreveport","LA","West South Central","South","BOSSIER","University or College","Cities under 2,500",0,7,0,7,0,0,0,7,0,7,NA,"LOUISIANA STATE UNIVERSITY - SHREVEPORT POLICE    ","Louisiana State University - Shreveport Police"
"4414",1997,"LA0170000","East Baton Rouge",NA,"LA","West South Central","South","EAST BATON ROUGE","County","MSA counties 100,000 or over",147533,518,0,518,166,0,166,684,0,684,4.64,"EAST BATON ROUGE PARISH SHERIFF'S OFFICE          ","East Baton Rouge Parish Sheriff's Office"
"4415",1997,"LA0640100","Winnfield",NA,"LA","West South Central","South","WINN","City","Cities from 2,500 thru 9,999",6178,13,4,17,1,5,6,14,9,23,3.72,"WINNFIELD POLICE DEPT                             ","Winnfield Police Police Department"
"4416",1997,"LA0570100","Abbeville",NA,"LA","West South Central","South","VERMILION","City","Cities from 10,000 thru 24,999",11893,33,1,34,4,2,6,37,3,40,3.36,"ABBEVILLE POLICE DEPARTMENT                       ","Abbeville Police Department"
"4417",1997,"LA0530100","Hammond",NA,"LA","West South Central","South","TANGIPAHOA","City","Cities from 10,000 thru 24,999",17804,69,0,69,17,1,18,86,1,87,4.89,"HAMMOND POLICE DEPARTMENT                         ","Hammond Police Department"
"4418",1997,"LA0290300","Lockport",NA,"LA","West South Central","South","LAFOURCHE","City","Cities from 2,500 thru 9,999",2802,4,0,4,0,0,0,4,0,4,1.43,"LOCKPORT POLICE DEPARTMENT                        ","Lockport Police Department"
"4419",1997,"LA0340100","Bastrop",NA,"LA","West South Central","South","MOREHOUSE","City","Cities from 10,000 thru 24,999",14827,31,0,31,17,6,23,48,6,54,3.64,"BASTROP POLICE DEPARTMENT                         ","Bastrop Police Department"
"4420",1997,"LA0260400","Westwego",NA,"LA","West South Central","South","JEFFERSON","City","Cities from 10,000 thru 24,999",11020,16,0,16,7,1,8,23,1,24,2.18,"WESTWEGO POLICE DEPARTMENT                        ","Westwego Police Department"
"4421",1997,"LA0480000","St. John the Baptist",NA,"LA","West South Central","South","ST JOHN THE BAPTIST","County","MSA counties from 25,000 thru 99,999",42098,166,2,168,47,1,48,213,3,216,5.13,"ST. JOHN THE BAPTIST PARISH SHERIFF'S OFFICE      ","St. John The Baptist Parish Sheriff's Office"
"4422",1997,"LA0050400","Cottonport",NA,"LA","West South Central","South","AVOYELLES","City","Cities under 2,500",1998,4,0,4,0,0,0,4,0,4,2,"COTTONPORT POLICE DEPARTMENT                      ","Cottonport Police Department"
"4423",1997,"LA0220000","Grant",NA,"LA","West South Central","South","GRANT","County","Non-MSA counties from 10,000 thru 24,999",17927,37,0,37,4,0,4,41,0,41,2.29,"GRANT PARISH SHERIFF'S OFFICE                     ","Grant Parish Sheriff's Office"
"4424",1997,"LA0620100","Oak Grove",NA,"LA","West South Central","South","WEST CARROLL","City","Cities under 2,500",2323,6,0,6,1,0,1,7,0,7,3.01,"OAK GROVE POLICE DEPARTMENT                       ","Oak Grove Police Department"
"4425",1997,"LA0050200","Marksville",NA,"LA","West South Central","South","AVOYELLES","City","Cities from 2,500 thru 9,999",5707,21,0,21,3,2,5,24,2,26,4.56,"MARKSVILLE POLICE DEPARTMENT                      ","Marksville Police Department"
"4426",1997,"LA0070200","Gibsland",NA,"LA","West South Central","South","BIENVILLE","City","Cities under 2,500",1254,2,0,2,0,0,0,2,0,2,1.59,"GIBSLAND POLICE DEPT                              ","Gibsland Police Police Department"
"4427",1997,"LA0210100","Winnsboro",NA,"LA","West South Central","South","FRANKLIN","City","Cities from 2,500 thru 9,999",6210,8,0,8,1,0,1,9,0,9,1.45,"WINNSBORO POLICE DEPARTMENT                       ","Winnsboro Police Department"
"4428",1997,"LA0230400","Loreauville",NA,"LA","West South Central","South","IBERIA","City","Cities under 2,500",863,1,0,1,0,0,0,1,0,1,1.16,"LOREAUVILLE PD                                    ","Loreauville Police Department"
"4429",1997,"LA0080100","Bossier City",NA,"LA","West South Central","South","BOSSIER","City","Cities from 50,000 thru 99,999",54884,120,15,135,7,36,43,127,51,178,3.24,"BOSSIER CITY POLICE DEPT                          ","Bossier City Police Police Department"
"4430",1997,"LA0570000","Vermilion",NA,"LA","West South Central","South","VERMILION","County","Non-MSA counties from 25,000 thru 99,999",28832,70,6,76,4,22,26,74,28,102,3.54,"VERMILION PARISH SHERIFF'S OFFICE                 ","Vermilion Parish Sheriff's Office"
"4431",1997,"LA0010100","Crowley",NA,"LA","West South Central","South","ACADIA","City","Cities from 10,000 thru 24,999",14610,27,0,27,4,1,5,31,1,32,2.19,"CROWLEY POLICE DEPARTMENT                         ","Crowley Police Department"
"4432",1997,"LA0500100","Breaux Bridge",NA,"LA","West South Central","South","ST MARTIN","City","Cities from 2,500 thru 9,999",7117,16,0,16,6,0,6,22,0,22,3.09,"BREAUX BRIDGE POLICE DEPARTMENT                   ","Breaux Bridge Police Department"
"4433",1997,"LA0610300","Addis",NA,"LA","West South Central","South","WEST BATON ROUGE","City","Cities under 2,500",1276,5,0,5,0,0,0,5,0,5,3.92,"ADDIS POLICE DEPARTMENT                           ","Addis Police Department"
"4434",1997,"LA0270400","Welsh",NA,"LA","West South Central","South","JEFFERSON DAVIS","City","Cities from 2,500 thru 9,999",3435,7,0,7,3,0,3,10,0,10,2.91,"WELSH POLICE DEPARTMENT                           ","Welsh Police Department"
"4435",1997,"LA0260300","Kenner",NA,"LA","West South Central","South","JEFFERSON","City","Cities from 50,000 thru 99,999",73514,121,21,142,9,40,49,130,61,191,2.6,"KENNER POLICE DEPARTMENT                          ","Kenner Police Department"
"4436",1997,"LA0150200","Vidalia",NA,"LA","West South Central","South","CONCORDIA","City","Cities from 2,500 thru 9,999",5122,12,0,12,7,0,7,19,0,19,3.71,"VIDALIA POLICE DEPARTMENT                         ","Vidalia Police Department"
"4437",1997,"LA0200000","Evangeline",NA,"LA","West South Central","South","EVANGELINE","County","Non-MSA counties from 10,000 thru 24,999",21686,20,15,35,0,17,17,20,32,52,2.4,"EVANGELINE PARISH SHERIFF'S OFFICE                ","Evangeline Parish Sheriff's Office"
"4438",1997,"LA0040000","Assumption",NA,"LA","West South Central","South","ASSUMPTION","County","Non-MSA counties from 10,000 thru 24,999",22870,25,11,36,0,17,17,25,28,53,2.32,"ASSUMPTION PARISH SHERIFF'S OFFICE                ","Assumption Parish Sheriff's Office"
"4439",1997,"LA0500300","Parks",NA,"LA","West South Central","South","ST MARTIN","City","Cities under 2,500",494,2,0,2,1,0,1,3,0,3,6.07,"PARKS POLICE DEPARTMENT                           ","Parks Police Department"
"4440",1997,"LA0460000","St. Helena",NA,"LA","West South Central","South","ST HELENA","County","Non-MSA counties under 10,000",9951,10,6,16,4,0,4,14,6,20,2.01,"ST. HELENA PARISH SHERIFF'S OFFICE                ","St. Helena Parish Sheriff's Office"
"4441",1997,"LA0260100","Gretna",NA,"LA","West South Central","South","JEFFERSON","City","Cities from 10,000 thru 24,999",17519,63,2,65,14,8,22,77,10,87,4.97,"GRETNA POLICE DEPARTMENT                          ","Gretna Police Department"
"4442",1997,"LA0530000","Tangipahoa",NA,"LA","West South Central","South","TANGIPAHOA","County","Non-MSA counties from 25,000 thru 99,999",61081,192,0,192,59,0,59,251,0,251,4.11,"TANGIPAHOA PARISH SHERIFF'S OFFICE                ","Tangipahoa Parish Sheriff's Office"
"4443",1997,"LA0630000","West Feliciana",NA,"LA","West South Central","South","WEST FELICIANA","County","Non-MSA counties from 10,000 thru 24,999",11381,21,0,21,5,0,5,26,0,26,2.28,"WEST FELICIANA PARISH SHERIFF'S OFFICE            ","West Feliciana Parish Sheriff's Office"
"4444",1997,"LA0310100","Dubach",NA,"LA","West South Central","South","LINCOLN","City","Cities under 2,500",958,3,0,3,0,0,0,3,0,3,3.13,"DUBACH POLICE DEPT                                ","Dubach Police Police Department"
"4445",1997,"LA0490500","Washington",NA,"LA","West South Central","South","ST LANDRY","City","Cities under 2,500",1329,5,0,5,0,0,0,5,0,5,3.76,"WASHINGTON POLICE DEPARTMENT                      ","Washington Police Department"
"4446",1997,"LA0560200","Bernice",NA,"LA","West South Central","South","UNION","City","Cities under 2,500",1561,5,0,5,0,0,0,5,0,5,3.2,"BERNICE POLICE DEPARTMENT                         ","Bernice Police Department"
"4447",1997,"LA0580100","Leesville",NA,"LA","West South Central","South","VERNON","City","Cities from 2,500 thru 9,999",8668,20,0,20,6,0,6,26,0,26,3,"LEESVILLE POLICE DEPARTMENT                       ","Leesville Police Department"
"4448",1997,"LA0590200","Franklinton",NA,"LA","West South Central","South","WASHINGTON","City","Cities from 2,500 thru 9,999",4396,13,0,13,1,0,1,14,0,14,3.18,"FRANKLINTON POLICE DEPARTMENT                     ","Franklinton Police Department"
"4449",1997,"LA0170400","Louisiana State University:","Baton Rouge","LA","West South Central","South","EAST BATON ROUGE","University or College","Cities under 2,500",0,54,0,54,9,2,11,63,2,65,NA,"LOUISIANA STATE UNIVERSITY POLICE DEPARTMENT      ","Louisiana State University Police Department"
"4450",1997,"LA0310000","Lincoln",NA,"LA","West South Central","South","LINCOLN","County","Non-MSA counties from 10,000 thru 24,999",16019,37,0,37,9,0,9,46,0,46,2.87,"LINCOLN PARISH SHERIFF'S OFFICE                   ","Lincoln Parish Sheriff's Office"
"4451",1997,"LA0230300","New Iberia",NA,"LA","West South Central","South","IBERIA","City","Cities from 25,000 thru 49,999",33945,48,5,53,8,14,22,56,19,75,2.21,"NEW IBERIA PD                                     ","New Iberia Police Department"
"4452",1997,"LA0300000","La Salle",NA,"LA","West South Central","South","LA SALLE","County","Non-MSA counties under 10,000",9780,30,0,30,10,1,11,40,1,41,4.19,"LA SALLE PARISH SHERIFF'S OFFICE                  ","La Salle Parish Sheriff's Office"
"4453",1997,"LA0280600","Scott",NA,"LA","West South Central","South","LAFAYETTE","City","Cities from 2,500 thru 9,999",5688,16,1,17,0,1,1,16,2,18,3.16,"SCOTT POLICE DEPARTMENT                           ","Scott Police Department"
"4454",1997,"LA0350100","Natchitoches",NA,"LA","West South Central","South","NATCHITOCHES","City","Cities from 10,000 thru 24,999",16904,62,1,63,16,2,18,78,3,81,4.79,"NATCHITOCHES POLICE DEPARTMENT                    ","Natchitoches Police Department"
"4455",1997,"LA0100700","Iowa",NA,"LA","West South Central","South","CALCASIEU","City","Cities from 2,500 thru 9,999",2800,7,0,7,1,1,2,8,1,9,3.21,"IOWA POLICE DEPARTMENT                            ","Iowa Police Department"
"4456",1997,"LA0330100","Tallulah",NA,"LA","West South Central","South","MADISON","City","Cities from 2,500 thru 9,999",8706,11,0,11,4,0,4,15,0,15,1.72,"TALLULAH POLICE DEPT.                             ","Tallulah Police Police Department"
"4457",1997,"LA0300200","Olla",NA,"LA","West South Central","South","LA SALLE","City","Cities under 2,500",1487,4,0,4,0,0,0,4,0,4,2.69,"OLLA POLICE DEPARTMENT                            ","Olla Police Department"
"4458",1997,"LA0170300","Zachary",NA,"LA","West South Central","South","EAST BATON ROUGE","City","Cities from 2,500 thru 9,999",9512,23,0,23,5,1,6,28,1,29,3.05,"ZACHARY POLICE DEPARTMENT                         ","Zachary Police Department"
"4459",1997,"LA0150100","Ferriday",NA,"LA","West South Central","South","CONCORDIA","City","Cities from 2,500 thru 9,999",4251,9,1,10,1,4,5,10,5,15,3.53,"FERRIDAY POLICE DEPARTMENT                        ","Ferriday Police Department"
"4460",1997,"LA0410000","Red River",NA,"LA","West South Central","South","RED RIVER","County","Non-MSA counties under 10,000",9401,26,12,38,4,7,11,30,19,49,5.21,"RED RIVER PARISH SHERIFF'S OFFICE                 ","Red River Parish Sheriff's Office"
"4461",1997,"LA0100800","McNeese State University",NA,"LA","West South Central","South","CALCASIEU","University or College","Cities under 2,500",0,7,1,8,1,3,4,8,4,12,NA,"MCNEESE STATE UNIVERSITY POLICE                   ","Mcneese State University Police"
"4462",1997,"LA0430000","Sabine",NA,"LA","West South Central","South","SABINE","County","Non-MSA counties from 10,000 thru 24,999",18469,41,0,41,21,0,21,62,0,62,3.36,"SABINE PARISH SHERIFF'S OFFICE                    ","Sabine Parish Sheriff's Office"
"4463",1997,"LA0490100","Eunice",NA,"LA","West South Central","South","ACADIA, ST LANDRY","City","Cities from 10,000 thru 24,999",11522,30,1,31,1,6,7,31,7,38,3.3,"EUNICE POLICE DEPARTMENT                          ","Eunice Police Department"
"4464",1997,"LA0310700","Louisiana Tech University",NA,"LA","West South Central","South","LINCOLN","University or College","Cities under 2,500",0,17,0,17,3,2,5,20,2,22,NA,"LOUISIANA TECH UNIVERSITY POLICE                  ","Louisiana Tech University Police"
"4465",1997,"LA0370900","Tensas Basin Levee District",NA,"LA","West South Central","South","OUACHITA","Other State Agency","Cities under 2,500",0,2,0,2,0,1,1,2,1,3,NA,"TENSAS BASIN LEVEE DISTRICT POLICE                ","Tensas Basin Levee District Police"
"4466",1997,"LA0420300","Mangham",NA,"LA","West South Central","South","RICHLAND","City","Cities under 2,500",577,3,0,3,0,0,0,3,0,3,5.2,"MANGHAM POLICE DEPARTMENT                         ","Mangham Police Department"
"4467",1997,"LA0490200","Opelousas",NA,"LA","West South Central","South","ST LANDRY","City","Cities from 10,000 thru 24,999",19469,40,1,41,6,8,14,46,9,55,2.83,"OPELOUSAS POLICE DEPARTMENT                       ","Opelousas Police Department"
"4468",1997,"LA0370300","Sterlington",NA,"LA","West South Central","South","OUACHITA","City","Cities under 2,500",1280,5,0,5,0,0,0,5,0,5,3.91,"STERLINGTON POLICE DEPARTMENT                     ","Sterlington Police Department"
"4469",1997,"LA0280000","Lafayette",NA,"LA","West South Central","South","LAFAYETTE","County","MSA counties from 25,000 thru 99,999",67675,345,0,345,109,0,109,454,0,454,6.71,"LAFAYETTE PARISH SHERIFF'S OFFICE                 ","Lafayette Parish Sheriff's Office"
"4470",1997,"LA0200200","Mamou",NA,"LA","West South Central","South","EVANGELINE","City","Cities from 2,500 thru 9,999",3453,11,0,11,1,6,7,12,6,18,5.21,"MAMOU POLICE DEPARTMENT                           ","Mamou Police Department"
